shipment_id,order_id,ship_date,delivery_date,shipment_status,carrier,warehouse_id
12331,16204,2024-08-15,2024-08-19,LATE,CarrierB,2
12332,16205,2024-08-12,2024-08-15,LATE,CarrierA,4
12333,16206,2024-09-03,2024-09-10,LATE,CarrierC,5
12334,16207,2024-05-27,2024-05-31,LATE,CarrierB,4
12335,16209,2024-09-20,2024-09-27,LATE,CarrierB,4
12336,16210,2024-10-13,2024-10-18,LATE,CarrierC,3
12337,16212,2024-07-12,2024-07-14,ON_TIME,CarrierB,2
12338,16213,2024-01-12,2024-01-16,LATE,CarrierB,4
12339,16214,2024-01-02,2024-01-04,ON_TIME,CarrierA,1
12340,16215,2024-10-20,2024-10-27,LATE,CarrierC,4
12341,16217,2024-07-29,2024-08-05,LATE,CarrierB,2
12342,16218,2024-02-29,2024-03-02,LATE,CarrierC,2
12343,16221,2024-05-17,2024-05-21,LATE,CarrierB,5
12344,16224,2024-03-18,2024-03-20,ON_TIME,CarrierA,3
12345,16225,2024-11-22,2024-11-28,LATE,CarrierB,2
12346,16227,2024-08-19,2024-08-23,LATE,CarrierA,2
12347,16228,2024-05-06,2024-05-12,LATE,CarrierB,5
12348,16230,2024-10-16,2024-10-21,LATE,CarrierC,1
12349,16231,2024-08-02,2024-08-09,LATE,CarrierC,2
12350,16232,2024-04-08,2024-04-10,LATE,CarrierC,5
12351,16233,2024-09-05,2024-09-11,LATE,CarrierC,2
12352,16234,2024-08-11,2024-08-13,LATE,CarrierA,3
12353,16235,2024-01-16,2024-01-20,LATE,CarrierB,1
12354,16236,2024-11-03,2024-11-05,ON_TIME,CarrierB,1
12355,16237,2024-04-01,2024-04-06,LATE,CarrierC,3
12356,16238,2024-07-12,2024-07-15,LATE,CarrierB,3
12357,16240,2024-09-18,2024-09-22,LATE,CarrierC,5
12358,16241,2024-03-04,2024-03-05,ON_TIME,CarrierC,1
12359,16243,2024-08-21,2024-08-26,LATE,CarrierB,2
12360,16245,2024-06-18,2024-06-25,LATE,CarrierB,1
12361,16246,2024-09-08,2024-09-10,LATE,CarrierA,2
12362,16247,2024-07-05,2024-07-12,LATE,CarrierB,2
12363,16248,2024-09-05,2024-09-11,LATE,CarrierB,1
12364,16249,2024-09-28,2024-09-30,LATE,CarrierA,3
12365,16254,2024-02-13,2024-02-17,ON_TIME,CarrierB,4
12366,16255,2024-12-08,2024-12-10,ON_TIME,CarrierC,3
12367,16256,2024-12-03,2024-12-06,LATE,CarrierB,5
12368,16258,2024-04-13,2024-04-16,ON_TIME,CarrierB,5
12369,16259,2024-04-29,2024-05-06,LATE,CarrierA,4
12370,16262,2024-04-18,2024-04-22,LATE,CarrierA,4
12371,16263,2024-10-09,2024-10-16,LATE,CarrierA,5
12372,16264,2024-01-31,2024-02-07,LATE,CarrierC,5
12373,16265,2024-07-07,2024-07-14,LATE,CarrierB,3
12374,16266,2024-07-14,2024-07-18,LATE,CarrierA,4
12375,16267,2024-05-27,2024-06-03,LATE,CarrierA,5
12376,16268,2024-09-16,2024-09-23,LATE,CarrierC,2
12377,16269,2024-12-26,2025-01-02,LATE,CarrierC,2
12378,16270,2024-06-25,2024-07-01,LATE,CarrierA,3
12379,16272,2024-04-15,2024-04-20,ON_TIME,CarrierB,4
12380,16273,2024-12-20,2024-12-24,LATE,CarrierA,3
12381,16275,2024-12-15,2024-12-21,LATE,CarrierC,4
12382,16276,2024-11-18,2024-11-22,LATE,CarrierA,3
12383,16277,2024-11-09,2024-11-14,LATE,CarrierB,5
12384,16278,2024-01-12,2024-01-14,LATE,CarrierA,1
12385,16279,2024-12-26,2024-12-31,LATE,CarrierB,3
12386,16281,2024-01-17,2024-01-18,ON_TIME,CarrierB,2
12387,16282,2024-12-04,2024-12-06,ON_TIME,CarrierA,5
12388,16284,2024-04-25,2024-04-27,LATE,CarrierC,1
12389,16286,2024-03-11,2024-03-14,LATE,CarrierA,1
12390,16288,2024-11-09,2024-11-14,ON_TIME,CarrierB,2
12391,16289,2024-09-01,2024-09-05,LATE,CarrierB,3
12392,16290,2024-11-05,2024-11-09,LATE,CarrierA,5
12393,16291,2024-01-08,2024-01-14,LATE,CarrierA,5
12394,16292,2024-11-15,2024-11-16,LATE,CarrierC,1
12395,16294,2024-07-05,2024-07-12,LATE,CarrierC,3
12396,16296,2024-08-20,2024-08-23,ON_TIME,CarrierC,2
12397,16297,2024-01-14,2024-01-15,ON_TIME,CarrierC,1
12398,16298,2024-12-18,2024-12-25,LATE,CarrierB,5
12399,16300,2024-07-02,2024-07-06,LATE,CarrierC,2
12400,16301,2024-03-21,2024-03-25,LATE,CarrierB,1
12401,16302,2024-10-26,2024-10-31,LATE,CarrierA,2
12402,16303,2024-09-30,2024-10-03,LATE,CarrierC,2
12403,16305,2024-09-13,2024-09-17,LATE,CarrierB,4
12404,16306,2024-10-24,2024-10-29,LATE,CarrierC,5
12405,16307,2024-01-18,2024-01-20,LATE,CarrierC,5
12406,16308,2024-10-17,2024-10-19,ON_TIME,CarrierC,3
12407,16310,2024-04-11,2024-04-12,LATE,CarrierA,2
12408,16311,2024-05-29,2024-06-01,ON_TIME,CarrierB,5
12409,16313,2024-04-13,2024-04-15,LATE,CarrierB,5
12410,16314,2024-04-26,2024-05-03,LATE,CarrierA,4
12411,16315,2024-09-26,2024-09-29,ON_TIME,CarrierA,1
12412,16316,2024-04-03,2024-04-10,LATE,CarrierB,1
12413,16317,2024-01-21,2024-01-26,LATE,CarrierB,5
12414,16319,2024-01-19,2024-01-22,LATE,CarrierC,1
12415,16320,2024-01-26,2024-02-02,LATE,CarrierA,4
12416,16322,2024-06-03,2024-06-05,LATE,CarrierA,2
12417,16323,2024-10-29,2024-10-30,LATE,CarrierB,2
12418,16324,2024-12-29,2024-12-30,ON_TIME,CarrierA,4
12419,16325,2024-07-23,2024-07-26,LATE,CarrierB,2
12420,16326,2024-05-20,2024-05-27,LATE,CarrierC,2
12421,16327,2024-10-06,2024-10-13,LATE,CarrierA,5
12422,16328,2024-01-25,2024-01-29,LATE,CarrierC,3
12423,16329,2024-01-14,2024-01-17,LATE,CarrierC,3
12424,16331,2024-03-22,2024-03-29,LATE,CarrierC,4
12425,16333,2024-03-10,2024-03-17,LATE,CarrierC,1
12426,16334,2024-07-25,2024-08-01,LATE,CarrierB,4
12427,16335,2024-03-20,2024-03-27,LATE,CarrierC,5
12428,16336,2024-10-07,2024-10-09,ON_TIME,CarrierC,3
12429,16337,2024-07-19,2024-07-22,ON_TIME,CarrierC,1
12430,16338,2024-10-21,2024-10-23,LATE,CarrierA,3
12431,16340,2024-06-05,2024-06-09,LATE,CarrierC,2
12432,16342,2024-08-08,2024-08-14,LATE,CarrierC,4
12433,16344,2024-10-06,2024-10-07,ON_TIME,CarrierA,3
12434,16348,2024-10-21,2024-10-28,LATE,CarrierA,3
12435,16349,2024-01-24,2024-01-26,LATE,CarrierA,4
12436,16350,2024-01-25,2024-01-29,LATE,CarrierB,4
12437,16352,2024-08-18,2024-08-20,ON_TIME,CarrierA,4
12438,16353,2024-11-24,2024-11-28,LATE,CarrierA,4
12439,16354,2024-12-23,2024-12-30,LATE,CarrierB,3
12440,16355,2024-01-30,2024-02-06,LATE,CarrierB,1
12441,16356,2024-11-11,2024-11-14,ON_TIME,CarrierC,1
12442,16357,2024-01-24,2024-01-30,LATE,CarrierB,4
12443,16358,2024-12-10,2024-12-12,LATE,CarrierA,3
12444,16360,2024-03-05,2024-03-12,LATE,CarrierB,5
12445,16362,2024-05-13,2024-05-20,LATE,CarrierA,2
12446,16363,2024-01-16,2024-01-20,ON_TIME,CarrierC,4
12447,16365,2024-04-23,2024-04-28,LATE,CarrierA,3
12448,16368,2024-04-23,2024-04-30,LATE,CarrierA,1
12449,16369,2024-12-28,2025-01-02,LATE,CarrierC,1
12450,16370,2024-12-10,2024-12-17,LATE,CarrierA,3
12451,16371,2024-01-05,2024-01-06,ON_TIME,CarrierA,2
12452,16372,2024-05-31,2024-06-01,ON_TIME,CarrierA,2
12453,16376,2024-07-13,2024-07-16,LATE,CarrierA,3
12454,16377,2024-12-28,2025-01-01,LATE,CarrierB,5
12455,16378,2024-01-08,2024-01-10,ON_TIME,CarrierC,5
12456,16379,2024-03-13,2024-03-20,LATE,CarrierC,2
12457,16380,2024-03-20,2024-03-27,LATE,CarrierB,5
12458,16381,2024-05-27,2024-05-29,ON_TIME,CarrierA,4
12459,16384,2024-12-23,2024-12-29,LATE,CarrierA,3
12460,16385,2024-07-01,2024-07-05,LATE,CarrierC,5
12461,16386,2024-12-02,2024-12-09,LATE,CarrierA,5
12462,16387,2024-03-26,2024-03-27,ON_TIME,CarrierA,2
12463,16388,2024-03-21,2024-03-26,LATE,CarrierC,5
12464,16389,2024-02-11,2024-02-15,LATE,CarrierC,4
12465,16390,2024-11-03,2024-11-10,LATE,CarrierA,1
12466,16391,2024-01-21,2024-01-23,ON_TIME,CarrierB,5
12467,16392,2024-03-10,2024-03-11,ON_TIME,CarrierA,4
12468,16393,2024-06-05,2024-06-09,LATE,CarrierB,2
12469,16395,2024-01-30,2024-02-01,ON_TIME,CarrierA,2
12470,16397,2024-11-24,2024-11-30,LATE,CarrierB,1
12471,16398,2024-06-01,2024-06-07,LATE,CarrierC,5
12472,16399,2024-12-29,2025-01-04,LATE,CarrierA,3
12473,16401,2024-09-18,2024-09-20,LATE,CarrierA,4
12474,16402,2024-03-02,2024-03-03,LATE,CarrierA,4
12475,16404,2024-04-23,2024-04-26,LATE,CarrierB,1
12476,16405,2024-12-19,2024-12-23,LATE,CarrierA,4
12477,16406,2024-07-15,2024-07-21,LATE,CarrierA,4
12478,16408,2024-04-25,2024-04-30,LATE,CarrierC,1
12479,16409,2024-06-27,2024-07-04,LATE,CarrierC,4
12480,16410,2024-09-28,2024-09-29,ON_TIME,CarrierC,1
12481,16412,2024-02-28,2024-03-03,LATE,CarrierC,4
12482,16413,2024-12-12,2024-12-14,ON_TIME,CarrierA,4
12483,16414,2024-09-23,2024-09-27,LATE,CarrierB,1
12484,16415,2024-04-24,2024-04-27,ON_TIME,CarrierA,1
12485,16416,2024-12-22,2024-12-26,ON_TIME,CarrierA,1
12486,16417,2024-06-15,2024-06-17,ON_TIME,CarrierB,5
12487,16418,2024-12-21,2024-12-25,LATE,CarrierB,3
12488,16419,2024-04-24,2024-04-29,LATE,CarrierA,1
12489,16420,2024-03-23,2024-03-30,LATE,CarrierC,5
12490,16421,2024-11-12,2024-11-15,LATE,CarrierA,4
12491,16422,2024-10-12,2024-10-13,ON_TIME,CarrierA,1
12492,16423,2024-11-20,2024-11-22,ON_TIME,CarrierC,3
12493,16424,2024-01-31,2024-02-06,LATE,CarrierC,4
12494,16426,2024-04-28,2024-04-29,ON_TIME,CarrierC,4
12495,16427,2024-03-03,2024-03-04,LATE,CarrierC,4
12496,16428,2024-06-06,2024-06-08,LATE,CarrierB,4
12497,16429,2024-10-14,2024-10-21,LATE,CarrierB,5
12498,16430,2024-07-07,2024-07-14,LATE,CarrierC,2
12499,16431,2024-10-14,2024-10-18,LATE,CarrierB,1
12500,16432,2024-04-13,2024-04-19,LATE,CarrierC,1
12501,16433,2024-02-29,2024-03-05,LATE,CarrierA,3
12502,16434,2024-11-06,2024-11-09,ON_TIME,CarrierB,4
12503,16435,2024-06-23,2024-06-25,LATE,CarrierC,5
12504,16436,2024-06-04,2024-06-05,ON_TIME,CarrierA,1
12505,16437,2024-06-16,2024-06-18,LATE,CarrierB,3
12506,16438,2024-11-28,2024-11-29,ON_TIME,CarrierC,1
12507,16439,2024-03-10,2024-03-13,LATE,CarrierB,1
12508,16440,2024-02-27,2024-03-02,LATE,CarrierC,5
12509,16441,2024-07-28,2024-08-02,LATE,CarrierA,3
12510,16442,2024-03-26,2024-03-30,LATE,CarrierC,5
12511,16443,2024-11-20,2024-11-27,LATE,CarrierC,5
12512,16444,2024-04-13,2024-04-19,LATE,CarrierC,5
12513,16447,2024-08-08,2024-08-09,LATE,CarrierB,2
12514,16448,2024-06-10,2024-06-14,LATE,CarrierB,2
12515,16449,2024-07-06,2024-07-11,LATE,CarrierA,3
12516,16450,2024-03-28,2024-04-03,LATE,CarrierC,1
12517,16451,2024-11-28,2024-11-30,LATE,CarrierA,1
12518,16453,2024-06-06,2024-06-08,LATE,CarrierA,1
12519,16454,2024-12-23,2024-12-26,LATE,CarrierA,1
12520,16455,2024-10-09,2024-10-11,ON_TIME,CarrierB,4
12521,16457,2024-11-21,2024-11-22,ON_TIME,CarrierB,4
12522,16458,2024-06-12,2024-06-18,LATE,CarrierA,2
12523,16459,2024-03-08,2024-03-11,LATE,CarrierA,3
12524,16461,2024-10-17,2024-10-20,LATE,CarrierA,3
12525,16463,2024-05-01,2024-05-07,LATE,CarrierA,4
12526,16464,2024-07-06,2024-07-11,LATE,CarrierC,4
12527,16465,2024-08-04,2024-08-05,ON_TIME,CarrierC,2
12528,16467,2024-03-19,2024-03-25,LATE,CarrierA,3
12529,16469,2024-02-08,2024-02-09,ON_TIME,CarrierA,2
12530,16470,2024-02-25,2024-03-01,LATE,CarrierC,4
12531,16471,2024-10-17,2024-10-22,LATE,CarrierA,5
12532,16472,2024-02-18,2024-02-21,LATE,CarrierA,3
12533,16473,2024-06-22,2024-06-26,LATE,CarrierC,2
12534,16474,2024-05-09,2024-05-16,LATE,CarrierC,5
12535,16475,2024-06-14,2024-06-16,LATE,CarrierA,3
12536,16476,2024-03-10,2024-03-11,ON_TIME,CarrierB,4
12537,16477,2024-10-20,2024-10-27,LATE,CarrierC,4
12538,16480,2024-02-23,2024-02-29,LATE,CarrierA,4
12539,16481,2024-12-30,2025-01-05,LATE,CarrierC,3
12540,16483,2024-11-07,2024-11-09,ON_TIME,CarrierC,3
12541,16484,2024-04-16,2024-04-19,ON_TIME,CarrierC,4
12542,16486,2024-11-12,2024-11-17,LATE,CarrierB,2
12543,16487,2024-04-07,2024-04-12,LATE,CarrierA,5
12544,16488,2024-12-10,2024-12-14,LATE,CarrierB,1
12545,16489,2024-01-29,2024-02-01,LATE,CarrierB,4
12546,16490,2024-03-14,2024-03-16,LATE,CarrierB,1
12547,16492,2024-05-16,2024-05-17,LATE,CarrierB,4
12548,16493,2024-06-23,2024-06-28,LATE,CarrierA,5
12549,16494,2024-10-08,2024-10-10,ON_TIME,CarrierC,5
12550,16496,2024-03-06,2024-03-08,ON_TIME,CarrierB,3
12551,16497,2024-04-23,2024-04-27,LATE,CarrierB,5
12552,16498,2024-03-05,2024-03-12,LATE,CarrierA,5
12553,16499,2024-08-05,2024-08-07,LATE,CarrierB,3
12554,16500,2024-12-22,2024-12-23,LATE,CarrierC,4
12555,16501,2024-10-18,2024-10-21,LATE,CarrierC,4
12556,16503,2024-04-01,2024-04-04,LATE,CarrierB,3
12557,16505,2024-11-27,2024-11-29,ON_TIME,CarrierC,3
12558,16506,2024-05-31,2024-06-06,LATE,CarrierB,1
12559,16507,2024-12-22,2024-12-26,ON_TIME,CarrierC,3
12560,16509,2024-08-28,2024-09-03,LATE,CarrierB,3
12561,16510,2024-01-08,2024-01-15,LATE,CarrierC,1
12562,16511,2024-08-27,2024-09-02,LATE,CarrierC,5
12563,16514,2024-12-01,2024-12-04,ON_TIME,CarrierB,4
12564,16515,2024-08-25,2024-09-01,LATE,CarrierB,5
12565,16516,2024-05-19,2024-05-25,LATE,CarrierB,1
12566,16517,2024-06-16,2024-06-17,LATE,CarrierA,4
12567,16518,2024-10-11,2024-10-18,LATE,CarrierB,2
12568,16519,2024-07-04,2024-07-05,LATE,CarrierA,3
12569,16520,2024-06-03,2024-06-04,ON_TIME,CarrierC,3
12570,16521,2024-04-18,2024-04-19,LATE,CarrierB,5
12571,16523,2024-07-05,2024-07-12,LATE,CarrierA,2
12572,16527,2024-06-13,2024-06-18,LATE,CarrierB,4
12573,16528,2024-07-20,2024-07-24,LATE,CarrierB,3
12574,16529,2024-04-16,2024-04-21,LATE,CarrierC,4
12575,16530,2024-08-04,2024-08-07,ON_TIME,CarrierA,1
12576,16531,2024-11-21,2024-11-28,LATE,CarrierC,1
12577,16533,2024-12-10,2024-12-16,LATE,CarrierC,4
12578,16534,2024-08-06,2024-08-13,LATE,CarrierC,4
12579,16535,2024-02-01,2024-02-03,LATE,CarrierC,3
12580,16536,2024-08-25,2024-08-29,LATE,CarrierA,3
12581,16537,2024-03-07,2024-03-11,LATE,CarrierC,5
12582,16539,2024-06-04,2024-06-09,LATE,CarrierA,1
12583,16540,2024-01-31,2024-02-02,LATE,CarrierB,5
12584,16541,2024-12-07,2024-12-13,LATE,CarrierA,2
12585,16542,2024-06-24,2024-06-28,LATE,CarrierA,5
12586,16544,2024-07-12,2024-07-19,LATE,CarrierB,2
12587,16546,2024-02-10,2024-02-14,LATE,CarrierA,5
12588,16547,2024-03-09,2024-03-11,LATE,CarrierB,5
12589,16548,2024-10-06,2024-10-08,LATE,CarrierC,2
12590,16551,2024-06-28,2024-07-04,LATE,CarrierB,2
12591,16552,2024-04-03,2024-04-06,ON_TIME,CarrierC,1
12592,16553,2024-04-04,2024-04-08,LATE,CarrierB,5
12593,16554,2024-03-24,2024-03-26,LATE,CarrierB,1
12594,16555,2024-12-06,2024-12-13,LATE,CarrierC,4
12595,16556,2024-08-16,2024-08-22,LATE,CarrierC,3
12596,16557,2024-03-29,2024-04-05,LATE,CarrierB,3
12597,16558,2024-12-15,2024-12-18,LATE,CarrierC,1
12598,16559,2024-05-07,2024-05-12,LATE,CarrierA,5
12599,16560,2024-10-26,2024-10-30,LATE,CarrierC,1
12600,16561,2024-07-08,2024-07-14,LATE,CarrierC,4
12601,16562,2024-12-23,2024-12-30,LATE,CarrierB,5
12602,16563,2024-05-14,2024-05-19,LATE,CarrierA,5
12603,16564,2024-05-18,2024-05-20,LATE,CarrierA,5
12604,16565,2024-11-20,2024-11-23,ON_TIME,CarrierB,5
12605,16566,2024-02-12,2024-02-17,LATE,CarrierB,1
12606,16567,2024-05-17,2024-05-18,ON_TIME,CarrierC,1
12607,16568,2024-10-16,2024-10-20,LATE,CarrierA,3
12608,16569,2024-09-12,2024-09-18,LATE,CarrierB,2
12609,16571,2024-03-28,2024-04-02,LATE,CarrierC,4
12610,16572,2024-11-15,2024-11-22,LATE,CarrierB,3
12611,16573,2024-01-27,2024-02-02,LATE,CarrierC,4
12612,16574,2024-08-19,2024-08-23,LATE,CarrierC,5
12613,16575,2024-10-17,2024-10-20,LATE,CarrierC,4
12614,16577,2024-10-15,2024-10-22,LATE,CarrierC,4
12615,16578,2024-12-12,2024-12-19,LATE,CarrierB,3
12616,16579,2024-05-11,2024-05-18,LATE,CarrierA,2
12617,16582,2024-08-18,2024-08-20,ON_TIME,CarrierB,4
12618,16583,2024-01-28,2024-02-03,LATE,CarrierC,1
12619,16584,2024-10-30,2024-10-31,ON_TIME,CarrierC,4
12620,16585,2024-10-08,2024-10-11,ON_TIME,CarrierA,5
12621,16586,2024-10-06,2024-10-09,LATE,CarrierA,4
12622,16587,2024-07-18,2024-07-21,ON_TIME,CarrierB,1
12623,16588,2024-10-26,2024-10-29,ON_TIME,CarrierA,4
12624,16589,2024-06-04,2024-06-11,LATE,CarrierC,1
12625,16590,2024-10-25,2024-11-01,LATE,CarrierC,4
12626,16591,2024-02-12,2024-02-16,ON_TIME,CarrierB,5
12627,16592,2024-11-20,2024-11-23,LATE,CarrierA,5
12628,16593,2024-04-20,2024-04-26,LATE,CarrierA,5
12629,16594,2024-04-20,2024-04-27,LATE,CarrierC,3
12630,16595,2024-01-02,2024-01-05,LATE,CarrierC,2
12631,16597,2025-01-01,2025-01-04,LATE,CarrierA,1
12632,16598,2024-06-28,2024-06-30,LATE,CarrierA,5
12633,16599,2024-03-03,2024-03-04,ON_TIME,CarrierC,2
12634,16600,2024-07-03,2024-07-06,LATE,CarrierC,4
12635,16602,2024-11-08,2024-11-10,ON_TIME,CarrierC,1
12636,16603,2024-08-11,2024-08-18,LATE,CarrierC,1
12637,16605,2024-05-23,2024-05-28,LATE,CarrierB,5
12638,16606,2024-08-13,2024-08-14,LATE,CarrierA,3
12639,16607,2024-02-21,2024-02-28,LATE,CarrierA,2
12640,16608,2024-03-23,2024-03-25,ON_TIME,CarrierA,2
12641,16609,2024-05-30,2024-06-03,LATE,CarrierB,2
12642,16610,2024-01-28,2024-02-03,LATE,CarrierC,2
12643,16611,2024-08-22,2024-08-29,LATE,CarrierB,1
12644,16613,2024-03-21,2024-03-24,LATE,CarrierC,2
12645,16614,2024-10-05,2024-10-10,ON_TIME,CarrierC,3
12646,16615,2024-05-09,2024-05-10,LATE,CarrierA,3
12647,16616,2024-10-08,2024-10-12,LATE,CarrierB,2
12648,16617,2024-11-15,2024-11-19,LATE,CarrierC,3
12649,16618,2024-12-08,2024-12-11,LATE,CarrierB,1
12650,16619,2024-06-30,2024-07-07,LATE,CarrierA,4
12651,16620,2024-05-01,2024-05-08,LATE,CarrierB,3
12652,16621,2024-09-24,2024-09-26,LATE,CarrierB,1
12653,16622,2024-06-27,2024-07-04,LATE,CarrierA,1
12654,16623,2024-07-22,2024-07-29,LATE,CarrierA,2
12655,16624,2024-03-10,2024-03-12,LATE,CarrierB,1
12656,16625,2024-06-09,2024-06-12,LATE,CarrierC,1
12657,16628,2024-07-26,2024-07-31,LATE,CarrierB,3
12658,16629,2024-03-28,2024-03-31,LATE,CarrierB,1
12659,16630,2024-12-29,2025-01-01,LATE,CarrierA,4
12660,16631,2024-10-07,2024-10-14,LATE,CarrierC,4
12661,16632,2024-03-26,2024-03-31,LATE,CarrierC,1
12662,16633,2024-12-24,2024-12-30,LATE,CarrierB,1
12663,16634,2024-08-04,2024-08-07,LATE,CarrierB,2
12664,16635,2024-05-15,2024-05-17,LATE,CarrierC,4
12665,16636,2024-09-04,2024-09-06,ON_TIME,CarrierA,5
12666,16637,2024-05-20,2024-05-25,LATE,CarrierB,3
12667,16638,2024-03-19,2024-03-24,LATE,CarrierB,3
12668,16639,2024-04-10,2024-04-15,LATE,CarrierB,2
12669,16640,2024-10-31,2024-11-06,LATE,CarrierC,4
12670,16641,2024-02-24,2024-02-27,LATE,CarrierA,4
12671,16643,2024-09-15,2024-09-19,LATE,CarrierC,4
12672,16645,2024-02-05,2024-02-08,ON_TIME,CarrierB,1
12673,16647,2024-06-21,2024-06-27,LATE,CarrierC,4
12674,16648,2024-05-21,2024-05-23,LATE,CarrierB,4
12675,16649,2024-05-08,2024-05-14,LATE,CarrierA,1
12676,16651,2024-09-03,2024-09-08,LATE,CarrierB,4
12677,16653,2024-12-22,2024-12-29,LATE,CarrierB,3
12678,16654,2024-10-12,2024-10-18,LATE,CarrierC,3
12679,16657,2024-06-15,2024-06-18,LATE,CarrierC,5
12680,16658,2024-11-08,2024-11-13,LATE,CarrierB,5
12681,16659,2024-02-25,2024-02-28,LATE,CarrierA,1
12682,16660,2024-01-13,2024-01-14,LATE,CarrierC,4
12683,16661,2024-05-14,2024-05-21,LATE,CarrierB,2
12684,16663,2024-07-11,2024-07-15,LATE,CarrierA,1
12685,16665,2024-10-03,2024-10-09,LATE,CarrierC,3
12686,16666,2024-08-31,2024-09-04,LATE,CarrierA,4
12687,16667,2024-11-29,2024-11-30,ON_TIME,CarrierB,2
12688,16669,2024-07-10,2024-07-16,LATE,CarrierA,5
12689,16671,2024-12-19,2024-12-26,LATE,CarrierB,2
12690,16672,2024-11-02,2024-11-06,LATE,CarrierB,1
12691,16673,2024-12-25,2024-12-26,LATE,CarrierA,4
12692,16674,2024-10-25,2024-10-27,LATE,CarrierA,2
12693,16676,2024-12-07,2024-12-08,ON_TIME,CarrierA,4
12694,16677,2024-03-24,2024-03-26,LATE,CarrierA,2
12695,16678,2024-07-14,2024-07-17,LATE,CarrierB,5
12696,16679,2024-12-31,2025-01-06,LATE,CarrierA,5
12697,16680,2024-09-16,2024-09-18,LATE,CarrierB,5
12698,16681,2024-08-19,2024-08-26,LATE,CarrierC,1
12699,16682,2024-01-16,2024-01-17,ON_TIME,CarrierC,2
12700,16683,2024-01-15,2024-01-19,LATE,CarrierC,3
12701,16684,2024-02-14,2024-02-17,LATE,CarrierB,1
12702,16686,2024-02-11,2024-02-13,ON_TIME,CarrierA,2
12703,16687,2024-02-03,2024-02-05,LATE,CarrierA,2
12704,16688,2024-08-22,2024-08-28,LATE,CarrierC,2
12705,16690,2024-08-23,2024-08-24,ON_TIME,CarrierB,2
12706,16691,2024-10-02,2024-10-05,LATE,CarrierB,4
12707,16692,2024-10-18,2024-10-19,ON_TIME,CarrierA,2
12708,16694,2024-12-03,2024-12-10,LATE,CarrierC,3
12709,16695,2024-08-17,2024-08-23,LATE,CarrierA,5
12710,16699,2024-07-27,2024-07-29,ON_TIME,CarrierA,4
12711,16700,2024-10-31,2024-11-01,LATE,CarrierC,2
12712,16701,2024-03-20,2024-03-25,LATE,CarrierB,2
12713,16702,2024-10-23,2024-10-25,LATE,CarrierA,4
12714,16703,2024-06-24,2024-06-29,LATE,CarrierB,4
12715,16706,2024-12-02,2024-12-07,LATE,CarrierB,5
12716,16708,2024-10-11,2024-10-12,ON_TIME,CarrierC,1
12717,16709,2024-04-28,2024-04-29,ON_TIME,CarrierB,2
12718,16710,2024-06-14,2024-06-17,LATE,CarrierA,4
12719,16711,2024-11-16,2024-11-17,ON_TIME,CarrierA,4
12720,16712,2024-05-23,2024-05-30,LATE,CarrierC,3
12721,16714,2024-06-26,2024-06-27,LATE,CarrierB,5
12722,16715,2024-10-28,2024-10-31,LATE,CarrierB,1
12723,16716,2024-12-09,2024-12-16,LATE,CarrierA,1
12724,16717,2024-09-23,2024-09-24,ON_TIME,CarrierB,2
12725,16718,2024-06-19,2024-06-21,LATE,CarrierB,1
12726,16719,2024-01-26,2024-01-28,ON_TIME,CarrierC,5
12727,16720,2024-07-11,2024-07-18,LATE,CarrierC,4
12728,16722,2024-01-19,2024-01-21,ON_TIME,CarrierC,3
12729,16723,2024-11-07,2024-11-10,LATE,CarrierC,1
12730,16725,2024-09-25,2024-09-28,ON_TIME,CarrierB,3
12731,16726,2024-01-28,2024-01-31,ON_TIME,CarrierC,2
12732,16728,2024-10-21,2024-10-22,LATE,CarrierB,5
12733,16729,2024-06-01,2024-06-02,ON_TIME,CarrierB,3
12734,16730,2024-03-11,2024-03-15,LATE,CarrierC,5
12735,16731,2024-02-09,2024-02-12,LATE,CarrierB,3
12736,16732,2024-02-07,2024-02-12,LATE,CarrierC,3
12737,16733,2024-05-15,2024-05-21,LATE,CarrierA,5
12738,16734,2025-01-03,2025-01-10,LATE,CarrierA,4
12739,16735,2024-06-10,2024-06-15,LATE,CarrierA,5
12740,16736,2024-08-12,2024-08-16,LATE,CarrierA,3
12741,16737,2024-04-21,2024-04-22,ON_TIME,CarrierC,4
12742,16738,2024-04-12,2024-04-19,LATE,CarrierC,1
12743,16739,2024-12-22,2024-12-25,LATE,CarrierC,4
12744,16741,2024-05-26,2024-06-01,LATE,CarrierB,4
12745,16742,2024-08-05,2024-08-10,LATE,CarrierC,2
12746,16743,2024-05-19,2024-05-23,ON_TIME,CarrierB,1
12747,16744,2024-11-23,2024-11-29,LATE,CarrierB,3
12748,16745,2024-07-07,2024-07-10,LATE,CarrierB,4
12749,16746,2024-03-28,2024-03-31,ON_TIME,CarrierA,4
12750,16748,2024-07-06,2024-07-09,LATE,CarrierA,4
12751,16749,2024-03-29,2024-04-02,ON_TIME,CarrierC,4
12752,16750,2024-12-02,2024-12-04,LATE,CarrierA,1
12753,16751,2024-05-31,2024-06-02,LATE,CarrierC,1
12754,16754,2024-12-02,2024-12-04,LATE,CarrierC,1
12755,16755,2024-09-03,2024-09-08,LATE,CarrierB,2
12756,16757,2024-03-17,2024-03-18,LATE,CarrierB,3
12757,16759,2024-09-14,2024-09-20,LATE,CarrierB,4
