order_id,customer_id,order_date,required_ship_date,order_status,order_amount,priority,region
6069,1945,2024-04-24,2024-04-26,PENDING,69.46,LOW,South
6070,1211,2024-08-22,2024-08-27,SHIPPED,66.59,MEDIUM,East
6071,1492,2024-09-28,2024-09-29,SHIPPED,19.75,LOW,South
6072,1679,2024-09-30,2024-10-04,SHIPPED,16.45,LOW,South
6073,1038,2024-08-17,2024-08-18,SHIPPED,19.26,MEDIUM,East
6074,1368,2024-08-04,2024-08-09,SHIPPED,51.4,HIGH,East
6075,1756,2024-02-03,2024-02-06,SHIPPED,32.98,LOW,East
6076,1150,2024-07-15,2024-07-16,CANCELLED,42.74,LOW,East
6077,1110,2024-11-12,2024-11-17,SHIPPED,22.53,LOW,South
6078,1479,2024-08-01,2024-08-06,SHIPPED,16.29,LOW,West
6079,1435,2024-02-15,2024-02-19,PENDING,44.33,LOW,East
6080,1046,2024-11-28,2024-12-01,SHIPPED,29.31,MEDIUM,West
6081,1574,2024-08-27,2024-08-28,PENDING,35.45,MEDIUM,East
6082,1736,2024-09-10,2024-09-15,SHIPPED,25.71,HIGH,South
6083,1365,2024-08-15,2024-08-18,PENDING,14.38,MEDIUM,North
6084,1068,2024-08-08,2024-08-12,SHIPPED,23.46,LOW,West
6085,1298,2024-06-14,2024-06-19,SHIPPED,20.78,MEDIUM,East
6086,1943,2024-03-13,2024-03-17,CANCELLED,27.47,MEDIUM,East
6087,1801,2024-08-12,2024-08-15,SHIPPED,27.72,MEDIUM,North
6088,1295,2024-03-26,2024-03-30,SHIPPED,57.46,MEDIUM,South
6089,1202,2024-03-21,2024-03-22,SHIPPED,46.45,LOW,South
6090,1060,2024-08-02,2024-08-06,SHIPPED,29.73,HIGH,North
6091,1945,2024-06-12,2024-06-14,SHIPPED,60.87,LOW,West
6092,1962,2024-08-27,2024-08-29,SHIPPED,91.18,MEDIUM,West
6093,1829,2024-03-09,2024-03-11,SHIPPED,26.24,LOW,East
6094,1313,2024-05-16,2024-05-18,SHIPPED,12.88,LOW,East
6095,1160,2024-05-31,2024-06-01,SHIPPED,44.54,MEDIUM,South
6096,1330,2024-04-06,2024-04-11,SHIPPED,59.0,LOW,North
6097,1527,2024-06-06,2024-06-08,SHIPPED,71.44,LOW,East
6098,1337,2024-07-04,2024-07-06,SHIPPED,16.23,MEDIUM,West
6099,1605,2024-06-16,2024-06-21,SHIPPED,13.11,MEDIUM,East
6100,1303,2024-08-31,2024-09-02,SHIPPED,77.33,LOW,North
6101,1502,2024-04-28,2024-05-03,SHIPPED,54.13,LOW,East
6102,1649,2024-07-14,2024-07-16,SHIPPED,21.26,LOW,West
6103,1337,2024-10-14,2024-10-19,SHIPPED,34.03,HIGH,North
6104,1549,2024-03-05,2024-03-10,SHIPPED,20.34,HIGH,West
6105,1638,2024-06-10,2024-06-13,SHIPPED,28.49,LOW,North
6106,1274,2024-03-25,2024-03-29,PENDING,31.68,MEDIUM,South
6107,1163,2024-02-28,2024-03-04,SHIPPED,30.02,MEDIUM,North
6108,1442,2024-10-08,2024-10-10,SHIPPED,15.31,HIGH,West
6109,1318,2024-05-29,2024-05-30,SHIPPED,34.85,LOW,West
6110,1588,2024-04-30,2024-05-05,SHIPPED,36.84,MEDIUM,West
6111,1503,2024-09-25,2024-09-27,SHIPPED,40.83,LOW,West
6112,1685,2024-09-11,2024-09-16,SHIPPED,44.2,HIGH,East
6113,1386,2024-08-11,2024-08-14,SHIPPED,67.32,MEDIUM,East
6114,1969,2024-02-24,2024-02-25,SHIPPED,13.44,MEDIUM,West
6115,1869,2024-05-15,2024-05-16,SHIPPED,57.56,LOW,South
6116,1832,2024-07-08,2024-07-10,SHIPPED,68.93,MEDIUM,South
6117,1887,2024-09-09,2024-09-13,PENDING,6.72,LOW,North
6118,1602,2024-11-07,2024-11-10,SHIPPED,74.93,LOW,East
6119,1749,2024-03-24,2024-03-28,SHIPPED,99.04,LOW,West
6120,1775,2024-12-19,2024-12-20,SHIPPED,71.59,HIGH,West
6121,1690,2024-06-25,2024-06-26,SHIPPED,35.19,LOW,East
6122,1493,2024-04-03,2024-04-07,SHIPPED,21.37,LOW,West
6123,1489,2024-02-04,2024-02-09,SHIPPED,17.92,LOW,East
6124,1720,2024-07-30,2024-08-03,SHIPPED,41.24,LOW,East
6125,1072,2024-05-05,2024-05-09,PENDING,38.77,MEDIUM,West
6126,1508,2024-08-17,2024-08-22,SHIPPED,26.0,MEDIUM,West
6127,1389,2024-06-16,2024-06-21,SHIPPED,55.91,LOW,South
6128,1618,2024-01-14,2024-01-19,SHIPPED,40.85,MEDIUM,North
6129,1856,2024-03-14,2024-03-17,PENDING,43.48,HIGH,West
6130,1294,2024-02-21,2024-02-22,SHIPPED,23.72,MEDIUM,West
6131,1368,2024-12-27,2024-12-28,SHIPPED,15.55,LOW,West
6132,1955,2024-07-25,2024-07-30,SHIPPED,24.55,LOW,West
6133,1795,2024-10-22,2024-10-27,SHIPPED,17.46,MEDIUM,East
6134,1864,2024-02-12,2024-02-15,SHIPPED,37.33,MEDIUM,South
6135,1693,2024-01-03,2024-01-06,PENDING,26.7,MEDIUM,North
6136,1548,2024-04-04,2024-04-06,SHIPPED,64.6,MEDIUM,West
6137,1648,2024-08-25,2024-08-29,SHIPPED,11.57,MEDIUM,East
6138,1849,2024-06-15,2024-06-16,SHIPPED,32.85,MEDIUM,East
6139,1567,2024-01-19,2024-01-20,SHIPPED,34.94,HIGH,East
6140,1186,2024-07-25,2024-07-28,PENDING,79.07,HIGH,North
6141,1852,2024-08-17,2024-08-21,PENDING,51.08,MEDIUM,South
6142,1769,2024-08-01,2024-08-04,PENDING,54.76,HIGH,North
6143,1444,2024-02-25,2024-02-27,SHIPPED,42.49,LOW,West
6144,1569,2024-11-29,2024-12-01,SHIPPED,59.37,LOW,South
6145,1362,2024-05-11,2024-05-13,SHIPPED,68.57,MEDIUM,South
6146,1122,2024-01-09,2024-01-12,SHIPPED,33.47,HIGH,West
6147,1187,2024-08-18,2024-08-22,SHIPPED,68.31,LOW,West
6148,1741,2024-06-01,2024-06-06,SHIPPED,37.58,HIGH,West
6149,1679,2024-10-31,2024-11-01,SHIPPED,25.52,LOW,West
6150,1419,2024-10-10,2024-10-15,SHIPPED,19.32,HIGH,North
6151,1625,2024-07-08,2024-07-12,SHIPPED,24.21,MEDIUM,South
6152,1251,2024-01-16,2024-01-19,SHIPPED,8.78,LOW,South
6153,1618,2024-12-08,2024-12-11,SHIPPED,54.58,MEDIUM,East
6154,1548,2024-07-21,2024-07-24,PENDING,27.49,MEDIUM,East
6155,1334,2024-06-22,2024-06-24,SHIPPED,9.36,LOW,West
6156,1091,2024-06-16,2024-06-18,SHIPPED,26.59,MEDIUM,East
6157,1529,2024-12-04,2024-12-06,PENDING,57.72,MEDIUM,East
6158,1865,2024-02-03,2024-02-08,SHIPPED,8.88,LOW,East
6159,1062,2024-08-16,2024-08-17,SHIPPED,28.44,LOW,North
6160,1661,2024-01-01,2024-01-04,SHIPPED,20.99,LOW,West
6161,1511,2024-11-17,2024-11-20,CANCELLED,34.27,LOW,North
6162,1138,2024-04-24,2024-04-29,SHIPPED,11.98,HIGH,East
6163,1697,2024-08-01,2024-08-02,SHIPPED,28.73,MEDIUM,South
6164,1184,2024-09-10,2024-09-11,SHIPPED,26.02,LOW,South
6165,1204,2024-05-24,2024-05-29,SHIPPED,22.83,MEDIUM,South
6166,1771,2024-02-16,2024-02-19,SHIPPED,43.67,LOW,East
6167,1213,2024-10-06,2024-10-10,PENDING,25.28,HIGH,South
6168,1255,2024-06-26,2024-06-30,SHIPPED,101.31,MEDIUM,West
6169,1134,2024-07-31,2024-08-01,PENDING,49.41,HIGH,North
6170,1572,2024-12-25,2024-12-26,SHIPPED,29.61,LOW,East
6171,1874,2024-10-11,2024-10-14,PENDING,31.98,MEDIUM,West
6172,1821,2024-09-01,2024-09-02,SHIPPED,45.83,HIGH,South
6173,1087,2024-09-09,2024-09-14,SHIPPED,21.76,HIGH,West
6174,1835,2024-07-24,2024-07-28,PENDING,34.84,LOW,South
6175,1987,2024-03-12,2024-03-16,SHIPPED,23.15,LOW,West
6176,1206,2024-08-09,2024-08-10,SHIPPED,23.4,MEDIUM,West
6177,1128,2024-12-07,2024-12-12,SHIPPED,48.0,LOW,West
6178,1822,2024-08-02,2024-08-03,SHIPPED,22.05,LOW,East
6179,1002,2024-12-25,2024-12-26,SHIPPED,29.91,HIGH,West
6180,1973,2024-05-20,2024-05-25,SHIPPED,24.23,MEDIUM,West
6181,1933,2024-06-04,2024-06-09,SHIPPED,71.45,HIGH,East
6182,1753,2024-08-09,2024-08-11,PENDING,24.41,MEDIUM,West
6183,1120,2024-11-25,2024-11-29,SHIPPED,13.64,MEDIUM,East
6184,1384,2024-08-18,2024-08-19,SHIPPED,56.71,MEDIUM,East
6185,1613,2024-05-21,2024-05-24,SHIPPED,39.79,HIGH,South
6186,1037,2024-12-23,2024-12-24,SHIPPED,55.05,HIGH,North
6187,1340,2024-03-15,2024-03-16,SHIPPED,56.7,HIGH,North
6188,1924,2024-02-09,2024-02-12,PENDING,50.26,LOW,West
6189,1644,2024-09-29,2024-10-03,SHIPPED,61.05,LOW,East
6190,1713,2024-03-10,2024-03-12,SHIPPED,49.81,MEDIUM,North
6191,1859,2024-11-12,2024-11-17,SHIPPED,34.39,MEDIUM,East
6192,1020,2024-04-20,2024-04-22,SHIPPED,67.96,HIGH,North
6193,1241,2024-08-21,2024-08-22,SHIPPED,8.8,MEDIUM,West
6194,1454,2024-07-15,2024-07-16,PENDING,7.38,MEDIUM,South
6195,1962,2024-12-04,2024-12-07,SHIPPED,35.81,LOW,South
6196,1620,2024-07-17,2024-07-20,SHIPPED,106.25,LOW,West
6197,1302,2024-01-24,2024-01-25,PENDING,31.89,LOW,South
6198,1595,2024-11-02,2024-11-04,SHIPPED,15.78,MEDIUM,North
6199,1594,2024-05-26,2024-05-28,SHIPPED,10.19,LOW,North
6200,1802,2024-03-02,2024-03-06,SHIPPED,14.88,HIGH,East
6201,1963,2024-03-07,2024-03-08,SHIPPED,31.16,HIGH,South
6202,1068,2024-01-30,2024-02-04,SHIPPED,74.07,MEDIUM,East
6203,1128,2024-04-16,2024-04-21,PENDING,23.51,LOW,East
6204,1195,2024-06-14,2024-06-16,SHIPPED,41.72,LOW,East
6205,1139,2024-04-30,2024-05-03,SHIPPED,87.7,MEDIUM,East
6206,1443,2024-01-11,2024-01-14,SHIPPED,166.41,MEDIUM,South
6207,1282,2024-03-12,2024-03-14,PENDING,33.69,MEDIUM,West
6208,1311,2024-12-12,2024-12-16,PENDING,17.29,LOW,East
6209,1745,2024-09-09,2024-09-10,SHIPPED,109.64,LOW,East
6210,1534,2024-10-11,2024-10-16,SHIPPED,67.71,LOW,East
6211,1664,2024-04-28,2024-04-30,SHIPPED,46.99,MEDIUM,East
6212,1276,2024-01-08,2024-01-11,SHIPPED,53.81,MEDIUM,East
6213,1060,2024-08-02,2024-08-03,SHIPPED,35.07,MEDIUM,East
6214,1318,2024-08-08,2024-08-13,SHIPPED,49.56,MEDIUM,East
6215,1889,2024-03-20,2024-03-24,PENDING,24.01,HIGH,West
6216,1051,2024-03-12,2024-03-14,SHIPPED,53.04,HIGH,South
6217,1855,2024-07-18,2024-07-19,SHIPPED,40.11,MEDIUM,North
6218,1152,2024-06-21,2024-06-26,SHIPPED,41.95,HIGH,West
6219,1748,2024-10-15,2024-10-19,CANCELLED,41.22,LOW,South
6220,1310,2024-08-21,2024-08-24,SHIPPED,22.89,LOW,North
6221,1813,2024-09-17,2024-09-18,CANCELLED,52.12,MEDIUM,West
6222,1543,2024-05-24,2024-05-26,SHIPPED,21.97,LOW,North
6223,1566,2024-01-22,2024-01-27,SHIPPED,50.88,HIGH,West
6224,1863,2024-03-18,2024-03-21,SHIPPED,13.33,MEDIUM,East
6225,1388,2024-08-17,2024-08-20,SHIPPED,33.9,LOW,North
6226,1547,2024-06-08,2024-06-13,PENDING,32.9,MEDIUM,North
6227,1621,2024-01-14,2024-01-19,SHIPPED,45.41,LOW,South
6228,1176,2024-08-23,2024-08-28,SHIPPED,30.59,HIGH,East
6229,1361,2024-05-27,2024-05-28,SHIPPED,22.56,LOW,West
6230,1313,2024-05-29,2024-05-31,CANCELLED,40.37,LOW,North
6231,1806,2024-01-30,2024-02-02,SHIPPED,43.22,MEDIUM,North
6232,1847,2024-06-09,2024-06-13,SHIPPED,108.82,LOW,West
6233,1096,2024-09-17,2024-09-22,SHIPPED,16.82,MEDIUM,East
6234,1880,2024-01-18,2024-01-20,PENDING,18.83,MEDIUM,East
6235,1212,2024-03-03,2024-03-07,SHIPPED,17.14,MEDIUM,South
6236,1828,2024-05-14,2024-05-15,SHIPPED,28.3,MEDIUM,East
6237,1136,2024-06-05,2024-06-08,SHIPPED,34.05,LOW,North
6238,1005,2024-02-26,2024-02-28,SHIPPED,45.51,LOW,East
6239,1108,2024-09-21,2024-09-23,SHIPPED,66.8,HIGH,East
6240,1546,2024-09-10,2024-09-13,SHIPPED,49.5,MEDIUM,South
6241,1038,2024-07-05,2024-07-08,SHIPPED,33.7,LOW,West
6242,1661,2024-12-26,2024-12-31,SHIPPED,71.66,HIGH,South
6243,1424,2024-11-22,2024-11-25,SHIPPED,41.51,HIGH,North
6244,1629,2024-07-17,2024-07-19,SHIPPED,42.41,HIGH,West
6245,1260,2024-06-19,2024-06-24,SHIPPED,50.92,LOW,West
6246,1425,2024-11-10,2024-11-13,SHIPPED,27.29,MEDIUM,East
6247,1086,2024-01-06,2024-01-10,SHIPPED,42.05,MEDIUM,South
6248,1464,2024-12-31,2025-01-04,SHIPPED,19.89,MEDIUM,East
6249,1075,2024-09-12,2024-09-15,SHIPPED,29.27,MEDIUM,East
6250,1470,2024-11-04,2024-11-06,PENDING,104.31,LOW,South
6251,1975,2024-11-15,2024-11-20,SHIPPED,21.77,LOW,South
6252,1962,2024-09-04,2024-09-09,SHIPPED,35.3,LOW,West
6253,1413,2024-08-06,2024-08-11,SHIPPED,69.6,MEDIUM,South
6254,1824,2024-01-04,2024-01-05,SHIPPED,40.26,MEDIUM,South
6255,1894,2024-01-01,2024-01-04,SHIPPED,30.7,LOW,North
6256,1725,2024-11-21,2024-11-22,SHIPPED,29.24,MEDIUM,South
6257,1456,2024-01-31,2024-02-01,PENDING,52.36,LOW,South
6258,1284,2024-11-16,2024-11-20,SHIPPED,18.24,LOW,East
6259,1238,2024-04-26,2024-05-01,SHIPPED,38.35,MEDIUM,West
6260,1676,2024-10-01,2024-10-02,SHIPPED,20.87,LOW,North
6261,1598,2024-07-15,2024-07-17,SHIPPED,94.99,LOW,East
6262,1652,2024-11-20,2024-11-23,SHIPPED,17.36,MEDIUM,West
6263,1671,2024-06-25,2024-06-27,SHIPPED,27.44,MEDIUM,North
6264,1557,2024-10-13,2024-10-18,SHIPPED,17.94,LOW,East
6265,1371,2024-08-23,2024-08-27,SHIPPED,49.24,LOW,North
6266,1494,2024-03-19,2024-03-21,SHIPPED,63.58,HIGH,East
6267,1623,2024-08-30,2024-09-01,PENDING,23.21,MEDIUM,East
6268,1918,2024-11-06,2024-11-07,SHIPPED,21.35,LOW,North
6269,1044,2024-07-23,2024-07-25,SHIPPED,21.82,LOW,North
6270,1400,2024-07-29,2024-08-02,SHIPPED,31.38,HIGH,North
6271,1246,2024-11-28,2024-11-30,SHIPPED,71.65,HIGH,East
6272,1615,2024-03-31,2024-04-02,CANCELLED,47.96,LOW,East
6273,1596,2024-06-14,2024-06-19,SHIPPED,23.91,MEDIUM,West
6274,1449,2024-06-09,2024-06-13,SHIPPED,36.92,LOW,East
6275,1484,2024-01-06,2024-01-08,SHIPPED,25.24,MEDIUM,West
6276,1645,2024-05-20,2024-05-25,SHIPPED,15.44,LOW,West
6277,1619,2024-07-23,2024-07-26,SHIPPED,14.74,LOW,West
6278,1017,2024-01-20,2024-01-22,SHIPPED,28.67,LOW,East
6279,1605,2024-04-09,2024-04-11,SHIPPED,49.22,LOW,East
6280,1661,2024-06-13,2024-06-18,SHIPPED,35.22,HIGH,East
6281,1757,2024-02-14,2024-02-19,CANCELLED,54.45,MEDIUM,South
6282,1288,2024-12-02,2024-12-07,SHIPPED,27.75,MEDIUM,North
6283,1413,2024-08-14,2024-08-16,SHIPPED,21.36,LOW,South
6284,1720,2024-11-10,2024-11-11,SHIPPED,15.99,LOW,East
6285,1637,2024-02-21,2024-02-22,SHIPPED,117.01,MEDIUM,North
6286,1234,2024-05-25,2024-05-30,SHIPPED,59.65,LOW,North
6287,1415,2024-10-07,2024-10-08,SHIPPED,36.83,MEDIUM,East
6288,1937,2024-05-02,2024-05-05,CANCELLED,38.58,HIGH,West
6289,1498,2024-07-25,2024-07-26,SHIPPED,39.14,HIGH,East
6290,1973,2024-10-23,2024-10-24,SHIPPED,56.23,HIGH,West
6291,1633,2024-04-11,2024-04-13,SHIPPED,68.6,HIGH,North
6292,1649,2024-09-30,2024-10-01,PENDING,51.2,LOW,East
6293,1114,2024-05-08,2024-05-13,PENDING,83.09,MEDIUM,West
6294,1931,2024-06-15,2024-06-17,SHIPPED,45.69,HIGH,North
6295,1673,2024-07-20,2024-07-21,PENDING,16.15,LOW,East
6296,1712,2024-04-11,2024-04-14,SHIPPED,22.36,LOW,South
6297,1233,2024-03-11,2024-03-13,SHIPPED,33.67,HIGH,West
6298,1539,2024-01-08,2024-01-10,SHIPPED,13.39,MEDIUM,West
6299,1010,2024-06-10,2024-06-12,SHIPPED,40.19,MEDIUM,East
6300,1205,2024-03-13,2024-03-14,PENDING,26.71,HIGH,South
6301,1678,2024-12-10,2024-12-15,SHIPPED,54.39,MEDIUM,West
6302,1246,2024-01-27,2024-01-31,SHIPPED,39.75,MEDIUM,West
6303,1558,2024-06-17,2024-06-21,SHIPPED,20.14,MEDIUM,North
6304,1757,2024-09-19,2024-09-23,SHIPPED,25.24,HIGH,West
6305,1126,2024-10-14,2024-10-15,SHIPPED,17.13,MEDIUM,West
6306,1146,2024-03-13,2024-03-16,SHIPPED,35.46,MEDIUM,West
6307,1117,2024-07-27,2024-07-29,SHIPPED,29.65,MEDIUM,East
6308,1910,2024-04-08,2024-04-10,SHIPPED,43.63,LOW,West
6309,1381,2024-01-31,2024-02-05,SHIPPED,74.18,MEDIUM,West
6310,1411,2024-12-01,2024-12-03,PENDING,37.57,MEDIUM,East
6311,1663,2024-02-02,2024-02-07,SHIPPED,53.15,LOW,North
6312,1583,2024-07-31,2024-08-01,SHIPPED,24.89,LOW,East
6313,1362,2024-05-24,2024-05-28,SHIPPED,62.04,MEDIUM,East
6314,1508,2024-04-08,2024-04-13,SHIPPED,27.79,LOW,East
6315,1136,2024-11-05,2024-11-10,SHIPPED,26.17,LOW,West
6316,1174,2024-11-05,2024-11-07,SHIPPED,38.24,LOW,North
6317,1288,2024-06-28,2024-06-29,PENDING,10.69,LOW,East
6318,1957,2024-05-14,2024-05-18,SHIPPED,50.71,MEDIUM,East
6319,1480,2024-07-08,2024-07-09,SHIPPED,23.13,HIGH,West
6320,1018,2024-01-30,2024-02-03,PENDING,25.55,MEDIUM,North
6321,1194,2024-03-22,2024-03-25,PENDING,36.65,MEDIUM,South
6322,1329,2024-02-26,2024-02-27,SHIPPED,25.51,MEDIUM,North
6323,1935,2024-06-22,2024-06-25,CANCELLED,41.98,LOW,West
6324,1174,2024-07-26,2024-07-30,SHIPPED,56.53,MEDIUM,West
6325,1448,2024-11-21,2024-11-26,SHIPPED,15.59,MEDIUM,East
6326,1924,2024-11-17,2024-11-20,SHIPPED,41.55,MEDIUM,South
6327,1945,2024-07-01,2024-07-05,SHIPPED,23.37,MEDIUM,North
6328,1353,2024-08-22,2024-08-26,SHIPPED,16.26,MEDIUM,West
6329,1498,2024-04-16,2024-04-19,SHIPPED,19.2,LOW,West
6330,1140,2024-07-04,2024-07-05,SHIPPED,48.37,HIGH,South
6331,1757,2024-09-22,2024-09-27,SHIPPED,22.96,MEDIUM,West
6332,1896,2024-05-11,2024-05-15,SHIPPED,35.53,LOW,South
6333,1929,2024-11-25,2024-11-26,SHIPPED,31.51,LOW,West
6334,1092,2024-11-24,2024-11-28,PENDING,44.49,LOW,South
6335,1943,2024-11-13,2024-11-17,SHIPPED,20.9,MEDIUM,North
6336,1238,2024-12-30,2025-01-03,SHIPPED,23.63,MEDIUM,East
6337,1204,2024-06-19,2024-06-20,SHIPPED,28.84,HIGH,North
6338,1559,2024-10-24,2024-10-26,PENDING,50.34,HIGH,South
6339,1432,2024-01-24,2024-01-29,PENDING,26.46,MEDIUM,West
6340,1244,2024-09-17,2024-09-22,SHIPPED,27.25,LOW,West
6341,1831,2024-12-20,2024-12-22,SHIPPED,40.21,LOW,East
6342,1316,2024-07-14,2024-07-18,PENDING,35.91,LOW,West
6343,1924,2024-04-08,2024-04-10,SHIPPED,33.71,LOW,East
6344,1294,2024-11-28,2024-12-01,PENDING,43.95,MEDIUM,North
6345,1639,2024-04-10,2024-04-13,CANCELLED,27.05,LOW,East
6346,1855,2024-12-17,2024-12-18,SHIPPED,36.02,LOW,North
6347,1281,2024-04-29,2024-04-30,SHIPPED,24.85,LOW,West
6348,1016,2024-11-16,2024-11-19,SHIPPED,28.1,LOW,South
6349,1070,2024-07-21,2024-07-23,PENDING,23.39,HIGH,West
6350,1268,2024-03-30,2024-03-31,SHIPPED,30.26,LOW,South
6351,1324,2024-07-13,2024-07-15,SHIPPED,35.9,MEDIUM,East
6352,1793,2024-06-25,2024-06-26,SHIPPED,44.21,HIGH,South
6353,1304,2024-04-24,2024-04-29,SHIPPED,33.4,MEDIUM,East
6354,1450,2024-11-28,2024-11-30,SHIPPED,6.75,MEDIUM,South
6355,1006,2024-02-01,2024-02-04,SHIPPED,31.22,LOW,South
6356,1313,2024-08-02,2024-08-05,SHIPPED,28.6,HIGH,East
6357,1816,2024-11-03,2024-11-04,SHIPPED,70.55,LOW,North
6358,1102,2024-10-05,2024-10-07,SHIPPED,24.99,MEDIUM,West
6359,1820,2024-08-30,2024-09-03,SHIPPED,58.89,LOW,West
6360,1192,2024-10-12,2024-10-15,PENDING,15.09,MEDIUM,East
6361,1752,2024-03-10,2024-03-13,SHIPPED,11.94,MEDIUM,South
6362,1573,2024-03-11,2024-03-13,SHIPPED,30.34,MEDIUM,East
6363,1528,2024-04-20,2024-04-22,PENDING,41.17,HIGH,North
6364,1170,2024-06-06,2024-06-07,SHIPPED,65.73,MEDIUM,West
6365,1536,2024-02-06,2024-02-10,SHIPPED,15.4,MEDIUM,South
6366,1250,2024-10-30,2024-11-02,SHIPPED,22.47,LOW,East
6367,1764,2024-11-21,2024-11-23,SHIPPED,21.21,LOW,West
6368,1386,2024-02-04,2024-02-07,SHIPPED,23.23,LOW,East
6369,1206,2024-11-19,2024-11-23,SHIPPED,26.9,LOW,South
6370,1540,2024-02-28,2024-03-04,SHIPPED,30.23,LOW,West
6371,1628,2024-07-25,2024-07-30,PENDING,49.22,MEDIUM,East
6372,1415,2024-12-26,2024-12-30,SHIPPED,46.59,LOW,West
6373,1793,2024-03-06,2024-03-08,SHIPPED,35.1,MEDIUM,West
6374,1379,2024-09-18,2024-09-23,SHIPPED,32.85,HIGH,South
6375,1143,2024-09-26,2024-09-28,SHIPPED,51.2,MEDIUM,North
6376,1024,2024-08-20,2024-08-21,SHIPPED,16.57,LOW,East
6377,1821,2024-06-05,2024-06-08,SHIPPED,24.52,LOW,South
6378,1667,2024-04-15,2024-04-16,PENDING,45.28,MEDIUM,South
6379,1072,2024-06-02,2024-06-07,SHIPPED,24.21,LOW,North
6380,1631,2024-01-18,2024-01-23,SHIPPED,42.26,LOW,South
6381,1823,2024-09-16,2024-09-18,SHIPPED,60.49,LOW,South
6382,1832,2024-11-08,2024-11-13,PENDING,23.89,MEDIUM,North
6383,1092,2024-04-28,2024-04-30,SHIPPED,53.47,MEDIUM,West
6384,1504,2024-11-04,2024-11-08,SHIPPED,19.87,MEDIUM,East
6385,1597,2024-04-11,2024-04-16,SHIPPED,99.8,MEDIUM,West
6386,1335,2024-01-25,2024-01-29,SHIPPED,45.49,MEDIUM,North
6387,1424,2024-06-28,2024-07-02,SHIPPED,25.43,LOW,East
6388,1498,2024-06-10,2024-06-13,SHIPPED,30.65,LOW,North
6389,1363,2024-12-15,2024-12-17,SHIPPED,31.68,HIGH,West
6390,1946,2024-08-02,2024-08-06,PENDING,82.69,MEDIUM,South
6391,1629,2024-05-03,2024-05-06,SHIPPED,20.86,MEDIUM,West
6392,1744,2024-10-18,2024-10-23,SHIPPED,74.25,MEDIUM,East
6393,1198,2024-06-04,2024-06-09,SHIPPED,40.17,LOW,West
6394,1717,2024-07-11,2024-07-15,SHIPPED,42.79,LOW,East
6395,1412,2024-11-23,2024-11-28,SHIPPED,58.77,LOW,East
6396,1338,2024-02-22,2024-02-24,CANCELLED,47.27,LOW,West
6397,1658,2024-06-18,2024-06-23,SHIPPED,22.79,LOW,North
6398,1961,2024-11-30,2024-12-01,SHIPPED,61.59,LOW,West
6399,1936,2024-04-07,2024-04-12,SHIPPED,19.89,MEDIUM,East
6400,1428,2024-05-26,2024-05-30,SHIPPED,48.59,LOW,East
6401,1782,2024-10-26,2024-10-29,SHIPPED,13.36,LOW,West
6402,1898,2024-01-30,2024-02-01,SHIPPED,26.9,LOW,West
6403,1138,2024-03-14,2024-03-16,SHIPPED,43.21,LOW,East
6404,1692,2024-06-20,2024-06-23,SHIPPED,53.7,HIGH,North
6405,1941,2024-03-24,2024-03-26,SHIPPED,17.26,LOW,West
6406,1541,2024-03-13,2024-03-17,CANCELLED,37.18,MEDIUM,East
6407,1056,2024-08-19,2024-08-23,SHIPPED,64.21,LOW,North
6408,1231,2024-10-16,2024-10-19,SHIPPED,49.54,MEDIUM,South
6409,1657,2024-05-06,2024-05-10,SHIPPED,35.89,MEDIUM,West
6410,1434,2024-03-25,2024-03-26,SHIPPED,40.02,MEDIUM,East
6411,1383,2024-09-10,2024-09-14,SHIPPED,24.31,MEDIUM,South
6412,1559,2024-05-31,2024-06-02,CANCELLED,38.98,MEDIUM,East
6413,1193,2024-11-07,2024-11-10,SHIPPED,24.13,MEDIUM,East
6414,1735,2024-01-07,2024-01-08,SHIPPED,45.28,MEDIUM,East
6415,1647,2024-11-02,2024-11-06,SHIPPED,7.74,MEDIUM,West
6416,1533,2024-05-15,2024-05-16,SHIPPED,25.08,HIGH,West
6417,1517,2024-07-02,2024-07-07,PENDING,32.38,HIGH,South
6418,1715,2024-11-09,2024-11-14,SHIPPED,39.31,HIGH,North
6419,1750,2024-12-06,2024-12-07,SHIPPED,61.19,LOW,East
6420,1184,2024-08-14,2024-08-19,SHIPPED,28.8,LOW,South
6421,1871,2024-11-20,2024-11-25,SHIPPED,27.69,LOW,West
6422,1291,2024-08-31,2024-09-05,CANCELLED,15.17,HIGH,East
6423,1334,2024-09-20,2024-09-23,CANCELLED,38.21,LOW,South
6424,1731,2024-09-07,2024-09-10,PENDING,45.68,HIGH,West
6425,1115,2024-06-18,2024-06-23,SHIPPED,36.67,MEDIUM,West
6426,1824,2024-02-23,2024-02-25,PENDING,15.13,LOW,North
6427,1048,2024-05-11,2024-05-16,SHIPPED,21.62,MEDIUM,North
6428,1684,2024-11-10,2024-11-15,PENDING,50.36,LOW,North
6429,1081,2024-04-03,2024-04-08,SHIPPED,72.93,MEDIUM,East
6430,1833,2024-02-15,2024-02-17,SHIPPED,57.58,HIGH,North
6431,1332,2024-12-15,2024-12-17,SHIPPED,37.23,MEDIUM,North
6432,1556,2024-04-08,2024-04-13,SHIPPED,25.98,MEDIUM,East
6433,1334,2024-08-21,2024-08-25,SHIPPED,40.49,MEDIUM,North
6434,1531,2024-09-25,2024-09-26,PENDING,28.4,LOW,East
